Date,Price,Open,High,Low,Vol.,Change %
23-Feb-15,"8,754.95","8,856.85","8,869.00","8,736.10",143.93M,-0.89%
24-Feb-15,"8,762.10","8,772.90","8,800.50","8,726.75",154.37M,0.08%
25-Feb-15,"8,767.25","8,801.90","8,840.65","8,751.40",139.41M,0.06%
26-Feb-15,"8,683.85","8,779.00","8,786.05","8,669.45",224.18M,-0.95%
27-Feb-15,"8,844.60","8,729.50","8,856.95","8,717.45",257.23M,1.85%
28-Feb-15,"8,901.85","8,913.05","8,941.10","8,751.35",246.45M,0.65%
2-Mar-15,"8,956.75","8,953.85","8,972.35","8,885.45",224.77M,0.62%
3-Mar-15,"8,996.25","8,962.85","9,008.40","8,925.55",183.25M,0.44%
4-Mar-15,"8,922.65","9,109.15","9,119.20","8,893.95",256.06M,-0.82%
5-Mar-15,"8,937.75","8,929.40","8,957.55","8,849.35",165.08M,0.17%
9-Mar-15,"8,756.75","8,891.15","8,891.30","8,740.45",160.33M,-2.03%
10-Mar-15,"8,712.05","8,769.75","8,778.00","8,677.35",168.92M,-0.51%
11-Mar-15,"8,699.95","8,728.75","8,755.60","8,682.35",178.05M,-0.14%
12-Mar-15,"8,776.00","8,740.65","8,787.20","8,732.90",179.34M,0.87%
13-Mar-15,"8,647.75","8,844.05","8,849.75","8,631.75",184.67M,-1.46%
16-Mar-15,"8,633.15","8,656.75","8,663.55","8,612.00",168.44M,-0.17%
17-Mar-15,"8,723.30","8,689.10","8,742.55","8,630.80",182.50M,1.04%
18-Mar-15,"8,685.90","8,742.90","8,747.25","8,664.00",161.15M,-0.43%
19-Mar-15,"8,634.65","8,749.45","8,788.20","8,614.65",168.63M,-0.59%
20-Mar-15,"8,570.90","8,627.90","8,627.90","8,553.00",179.98M,-0.74%
23-Mar-15,"8,550.90","8,591.55","8,608.35","8,540.55",155.43M,-0.23%
24-Mar-15,"8,542.95","8,537.05","8,627.75","8,535.85",161.46M,-0.09%
25-Mar-15,"8,530.80","8,568.90","8,573.75","8,516.55",165.95M,-0.14%
26-Mar-15,"8,342.15","8,474.95","8,499.45","8,325.35",288.76M,-2.21%
27-Mar-15,"8,341.40","8,396.00","8,413.20","8,269.15",198.98M,-0.01%
30-Mar-15,"8,492.30","8,390.95","8,504.55","8,380.75",138.88M,1.81%
31-Mar-15,"8,491.00","8,527.60","8,550.45","8,454.15",172.36M,-0.02%
1-Apr-15,"8,586.25","8,483.70","8,603.40","8,464.75",129.45M,1.12%
6-Apr-15,"8,659.90","8,615.80","8,667.55","8,573.75",151.38M,0.86%
7-Apr-15,"8,660.30","8,684.45","8,693.60","8,586.85",153.26M,0.00%
8-Apr-15,"8,714.40","8,698.95","8,730.50","8,679.80",152.80M,0.62%
9-Apr-15,"8,778.30","8,756.20","8,785.50","8,682.45",157.41M,0.73%
10-Apr-15,"8,780.35","8,774.35","8,787.40","8,733.60",143.29M,0.02%
13-Apr-15,"8,834.00","8,801.75","8,841.65","8,762.10",125.37M,0.61%
15-Apr-15,"8,750.20","8,844.75","8,844.80","8,722.40",168.58M,-0.95%
16-Apr-15,"8,706.70","8,757.05","8,760.00","8,645.65",147.27M,-0.50%
17-Apr-15,"8,606.00","8,698.05","8,699.85","8,596.70",154.98M,-1.16%
20-Apr-15,"8,448.10","8,618.80","8,619.95","8,422.75",153.51M,-1.83%
21-Apr-15,"8,377.75","8,416.10","8,469.35","8,352.70",420.43M,-0.83%
22-Apr-15,"8,429.70","8,400.40","8,449.95","8,284.70",177.13M,0.62%
23-Apr-15,"8,398.30","8,478.20","8,504.95","8,361.85",160.80M,-0.37%
24-Apr-15,"8,305.25","8,405.70","8,413.30","8,273.35",178.99M,-1.11%
27-Apr-15,"8,213.80","8,330.55","8,334.45","8,202.35",176.84M,-1.10%
28-Apr-15,"8,285.60","8,215.55","8,308.00","8,185.15",179.97M,0.87%
29-Apr-15,"8,239.75","8,274.80","8,308.20","8,219.20",165.36M,-0.55%
30-Apr-15,"8,181.50","8,224.50","8,229.40","8,144.75",276.02M,-0.71%
4-May-15,"8,331.95","8,230.05","8,346.00","8,220.45",135.76M,1.84%
5-May-15,"8,324.80","8,338.40","8,355.65","8,280.60",160.34M,-0.09%
6-May-15,"8,097.00","8,316.60","8,331.95","8,083.00",216.09M,-2.74%
7-May-15,"8,057.30","8,077.00","8,122.60","7,997.15",166.56M,-0.49%
8-May-15,"8,191.50","8,131.50","8,224.95","8,123.45",188.78M,1.67%
11-May-15,"8,325.25","8,243.20","8,332.75","8,224.65",197.88M,1.63%
12-May-15,"8,126.95","8,326.15","8,326.65","8,115.30",178.75M,-2.38%
13-May-15,"8,235.45","8,181.55","8,254.95","8,089.80",175.02M,1.34%
14-May-15,"8,224.20","8,232.45","8,236.25","8,137.30",138.96M,-0.14%
15-May-15,"8,262.35","8,240.30","8,279.20","8,212.20",133.84M,0.46%
18-May-15,"8,373.65","8,284.95","8,384.60","8,271.95",153.34M,1.35%
19-May-15,"8,365.65","8,356.20","8,427.80","8,335.00",144.64M,-0.10%
20-May-15,"8,423.25","8,392.65","8,440.35","8,391.45",127.39M,0.69%
21-May-15,"8,421.00","8,434.50","8,446.35","8,382.50",148.19M,-0.03%
22-May-15,"8,458.95","8,432.50","8,489.55","8,420.60",193.08M,0.45%
25-May-15,"8,370.25","8,438.15","8,441.95","8,364.15",125.05M,-1.05%
26-May-15,"8,339.35","8,377.10","8,378.90","8,320.05",120.43M,-0.37%
27-May-15,"8,334.60","8,302.75","8,342.85","8,277.95",170.58M,-0.06%
28-May-15,"8,319.00","8,345.70","8,364.50","8,270.15",239.55M,-0.19%
29-May-15,"8,433.65","8,327.10","8,443.90","8,305.70",375.23M,1.38%
1-Jun-15,"8,433.40","8,417.25","8,467.15","8,405.40",125.99M,0.00%
2-Jun-15,"8,236.45","8,442.80","8,445.35","8,226.05",151.34M,-2.34%
3-Jun-15,"8,135.10","8,232.45","8,236.70","8,094.15",176.66M,-1.23%
4-Jun-15,"8,130.65","8,155.15","8,160.05","8,056.75",159.47M,-0.05%
5-Jun-15,"8,114.70","8,119.15","8,191.00","8,100.15",167.06M,-0.20%
8-Jun-15,"8,044.15","8,124.35","8,131.00","8,030.55",140.08M,-0.87%
9-Jun-15,"8,022.40","8,026.50","8,057.15","8,005.15",140.22M,-0.27%
10-Jun-15,"8,124.45","8,024.15","8,152.25","8,023.80",141.03M,1.27%
11-Jun-15,"7,965.35","8,157.30","8,163.05","7,958.25",171.35M,-1.96%
12-Jun-15,"7,982.90","7,959.85","7,995.60","7,940.30",140.84M,0.22%
15-Jun-15,"8,013.90","7,986.60","8,057.70","7,944.85",137.12M,0.39%
16-Jun-15,"8,047.30","8,004.20","8,061.85","7,952.35",127.81M,0.42%
17-Jun-15,"8,091.55","8,084.20","8,136.85","8,048.95",157.21M,0.55%
18-Jun-15,"8,174.60","8,113.70","8,186.90","8,101.80",149.27M,1.03%
19-Jun-15,"8,224.95","8,201.15","8,250.80","8,195.65",151.58M,0.62%
22-Jun-15,"8,353.10","8,259.30","8,369.45","8,257.40",126.54M,1.56%
23-Jun-15,"8,381.55","8,377.45","8,398.45","8,334.95",135.84M,0.34%
24-Jun-15,"8,360.85","8,399.40","8,421.35","8,338.90",134.06M,-0.25%
25-Jun-15,"8,398.00","8,336.25","8,423.15","8,329.50",207.42M,0.44%
26-Jun-15,"8,381.10","8,393.95","8,408.55","8,339.70",113.96M,-0.20%
29-Jun-15,"8,318.40","8,247.05","8,329.45","8,195.65",136.11M,-0.75%
30-Jun-15,"8,368.50","8,316.35","8,378.00","8,298.95",163.37M,0.60%
1-Jul-15,"8,453.05","8,376.25","8,481.60","8,370.15",135.89M,1.01%
2-Jul-15,"8,444.90","8,471.95","8,479.25","8,433.20",115.47M,-0.10%
3-Jul-15,"8,484.90","8,440.10","8,497.75","8,424.15",91.14M,0.47%
6-Jul-15,"8,522.15","8,386.15","8,533.15","8,386.15",104.58M,0.44%
7-Jul-15,"8,510.80","8,525.50","8,561.35","8,483.85",126.04M,-0.13%
8-Jul-15,"8,363.05","8,439.20","8,457.50","8,341.40",193.89M,-1.74%
9-Jul-15,"8,328.55","8,364.85","8,400.30","8,323.00",135.36M,-0.41%
10-Jul-15,"8,360.55","8,365.70","8,377.10","8,315.40",158.88M,0.38%
13-Jul-15,"8,459.65","8,397.25","8,471.65","8,355.40",121.38M,1.19%
14-Jul-15,"8,454.10","8,470.60","8,480.25","8,424.10",104.89M,-0.07%
15-Jul-15,"8,523.80","8,463.40","8,531.40","8,462.95",108.84M,0.82%
16-Jul-15,"8,608.05","8,546.15","8,616.10","8,542.90",119.64M,0.99%
17-Jul-15,"8,609.85","8,623.65","8,642.95","8,593.15",108.19M,0.02%
20-Jul-15,"8,603.45","8,623.90","8,624.10","8,559.00",93.44M,-0.07%
21-Jul-15,"8,529.45","8,601.50","8,646.75","8,517.90",169.15M,-0.86%
22-Jul-15,"8,633.50","8,512.25","8,643.90","8,498.65",141.02M,1.22%
23-Jul-15,"8,589.80","8,643.95","8,654.75","8,573.80",136.96M,-0.51%
24-Jul-15,"8,521.55","8,588.15","8,589.15","8,513.50",131.35M,-0.79%
27-Jul-15,"8,361.00","8,492.10","8,492.20","8,351.55",140.83M,-1.88%
28-Jul-15,"8,337.00","8,371.10","8,397.40","8,321.75",179.98M,-0.29%
29-Jul-15,"8,375.05","8,365.60","8,381.50","8,338.45",145.40M,0.46%
30-Jul-15,"8,421.80","8,417.00","8,458.90","8,408.30",221.94M,0.56%
31-Jul-15,"8,532.85","8,456.10","8,548.95","8,448.00",209.63M,1.32%
3-Aug-15,"8,543.05","8,510.65","8,563.95","8,508.10",161.49M,0.12%
4-Aug-15,"8,516.90","8,564.10","8,565.15","8,448.25",193.23M,-0.31%
5-Aug-15,"8,567.95","8,547.45","8,591.85","8,545.85",136.95M,0.60%
6-Aug-15,"8,588.65","8,585.80","8,606.30","8,551.50",139.12M,0.24%
7-Aug-15,"8,564.60","8,580.80","8,595.95","8,552.70",148.07M,-0.28%
10-Aug-15,"8,525.60","8,577.00","8,621.55","8,497.80",127.20M,-0.46%
11-Aug-15,"8,462.35","8,548.45","8,556.25","8,441.30",159.19M,-0.74%
12-Aug-15,"8,349.45","8,445.70","8,446.95","8,337.95",195.90M,-1.33%
13-Aug-15,"8,355.85","8,384.45","8,429.50","8,339.75",195.08M,0.08%
14-Aug-15,"8,518.55","8,402.35","8,530.10","8,381.20",160.68M,1.95%
17-Aug-15,"8,477.30","8,530.50","8,530.60","8,428.05",180.08M,-0.48%
18-Aug-15,"8,466.55","8,505.85","8,525.75","8,433.60",157.99M,-0.13%
19-Aug-15,"8,495.15","8,468.05","8,520.45","8,425.95",134.51M,0.34%
20-Aug-15,"8,372.75","8,471.05","8,501.35","8,359.75",189.84M,-1.44%
21-Aug-15,"8,299.95","8,305.40","8,322.20","8,225.05",207.54M,-0.87%
24-Aug-15,"7,809.00","8,055.95","8,060.05","7,769.40",322.10M,-5.92%
25-Aug-15,"7,880.70","7,895.40","7,925.40","7,667.25",308.26M,0.92%
26-Aug-15,"7,791.85","7,865.25","7,930.05","7,777.10",223.26M,-1.13%
27-Aug-15,"7,948.95","7,921.60","7,963.60","7,862.30",314.42M,2.02%
28-Aug-15,"8,001.95","8,053.70","8,091.80","7,961.65",201.57M,0.67%
31-Aug-15,"7,971.30","8,009.25","8,043.60","7,947.95",204.26M,-0.38%
1-Sep-15,"7,785.85","7,907.95","7,929.10","7,746.50",190.58M,-2.33%
2-Sep-15,"7,717.00","7,856.65","7,862.55","7,699.25",222.00M,-0.88%
3-Sep-15,"7,823.00","7,774.45","7,845.60","7,754.05",160.61M,1.37%
4-Sep-15,"7,655.05","7,803.40","7,804.90","7,626.85",199.57M,-2.15%
7-Sep-15,"7,558.80","7,685.85","7,705.05","7,545.90",145.76M,-1.26%
8-Sep-15,"7,688.25","7,587.70","7,720.90","7,539.50",177.52M,1.71%
9-Sep-15,"7,818.60","7,805.85","7,846.05","7,764.55",214.84M,1.70%
10-Sep-15,"7,788.10","7,729.05","7,819.85","7,678.50",165.31M,-0.39%
11-Sep-15,"7,789.30","7,833.80","7,864.85","7,759.90",140.58M,0.02%
14-Sep-15,"7,872.25","7,811.10","7,879.95","7,761.85",126.63M,1.06%
15-Sep-15,"7,829.10","7,867.35","7,880.00","7,799.75",140.72M,-0.55%
16-Sep-15,"7,899.15","7,886.85","7,913.90","7,853.30",144.33M,0.89%
18-Sep-15,"7,981.90","7,967.45","8,055.00","7,955.85",249.31M,1.05%
21-Sep-15,"7,977.10","7,911.50","7,987.90","7,908.35",125.63M,-0.06%
22-Sep-15,"7,812.00","8,014.80","8,021.60","7,787.75",173.57M,-2.07%
23-Sep-15,"7,845.95","7,737.35","7,882.90","7,723.25",151.20M,0.43%
24-Sep-15,"7,868.50","7,838.40","7,894.50","7,804.10",208.77M,0.29%
28-Sep-15,"7,795.70","7,892.80","7,893.95","7,787.95",140.48M,-0.93%
29-Sep-15,"7,843.30","7,725.70","7,926.55","7,691.20",248.11M,0.61%
30-Sep-15,"7,948.90","7,924.25","7,957.70","7,874.50",217.19M,1.35%
1-Oct-15,"7,950.90","7,992.05","8,008.25","7,930.65",161.81M,0.03%
5-Oct-15,"8,119.30","8,005.10","8,128.90","8,005.10",188.83M,2.12%
6-Oct-15,"8,152.90","8,180.45","8,180.95","8,096.50",184.04M,0.41%
7-Oct-15,"8,177.40","8,146.20","8,188.90","8,132.90",199.91M,0.30%
8-Oct-15,"8,129.35","8,196.75","8,196.75","8,105.85",177.03M,-0.59%
9-Oct-15,"8,189.70","8,186.35","8,232.20","8,139.65",205.86M,0.74%
12-Oct-15,"8,143.60","8,231.50","8,244.50","8,128.20",205.26M,-0.56%
13-Oct-15,"8,131.70","8,121.95","8,150.25","8,088.60",150.43M,-0.15%
14-Oct-15,"8,107.90","8,102.40","8,139.30","8,096.35",143.16M,-0.29%
15-Oct-15,"8,179.50","8,134.35","8,190.55","8,129.80",172.43M,0.88%
16-Oct-15,"8,238.15","8,193.65","8,246.40","8,147.65",161.15M,0.72%
19-Oct-15,"8,275.05","8,262.55","8,283.05","8,239.20",128.30M,0.45%
20-Oct-15,"8,261.65","8,280.30","8,294.05","8,229.20",159.95M,-0.16%
21-Oct-15,"8,251.70","8,258.35","8,294.40","8,217.15",149.27M,-0.12%
23-Oct-15,"8,295.45","8,308.25","8,328.10","8,280.75",156.66M,0.53%
26-Oct-15,"8,260.55","8,333.65","8,336.30","8,252.05",138.01M,-0.42%
27-Oct-15,"8,232.90","8,230.35","8,241.95","8,217.05",161.49M,-0.33%
28-Oct-15,"8,171.20","8,188.90","8,209.10","8,131.80",194.71M,-0.75%
29-Oct-15,"8,111.75","8,175.45","8,179.60","8,098.00",224.23M,-0.73%
30-Oct-15,"8,065.80","8,123.55","8,146.10","8,044.40",205.66M,-0.57%
2-Nov-15,"8,050.80","8,054.55","8,060.70","7,995.60",140.32M,-0.19%
3-Nov-15,"8,060.70","8,086.35","8,100.35","8,031.75",136.62M,0.12%
4-Nov-15,"8,040.20","8,104.90","8,116.10","8,027.30",125.94M,-0.25%
5-Nov-15,"7,955.45","8,030.35","8,031.20","7,944.10",136.22M,-1.05%
6-Nov-15,"7,954.30","7,956.55","8,002.65","7,926.15",226.33M,-0.01%
9-Nov-15,"7,915.20","7,788.25","7,937.75","7,771.70",218.42M,-0.49%
10-Nov-15,"7,783.35","7,877.60","7,885.10","7,772.85",170.27M,-1.67%
11-Nov-15,"7,783.35","7,783.35","7,783.35","7,783.35",-,0.00%
13-Nov-15,"7,762.25","7,762.45","7,775.10","7,730.90",165.88M,-0.27%
16-Nov-15,"7,806.60","7,732.95","7,838.85","7,714.15",154.14M,0.57%
17-Nov-15,"7,837.55","7,848.75","7,860.45","7,793.00",149.45M,0.40%
18-Nov-15,"7,731.80","7,823.15","7,843.40","7,725.05",148.04M,-1.35%
19-Nov-15,"7,842.75","7,788.50","7,854.90","7,765.45",136.70M,1.43%
20-Nov-15,"7,856.55","7,841.90","7,906.95","7,817.80",156.61M,0.18%
23-Nov-15,"7,849.25","7,869.50","7,877.50","7,825.20",130.87M,-0.09%
24-Nov-15,"7,831.60","7,837.00","7,870.35","7,812.65",134.56M,-0.22%
26-Nov-15,"7,883.80","7,837.15","7,897.10","7,832.00",226.63M,0.67%
27-Nov-15,"7,942.70","7,910.60","7,959.30","7,879.45",154.86M,0.75%
30-Nov-15,"7,935.25","7,936.25","7,966.00","7,922.80",223.04M,-0.09%
1-Dec-15,"7,954.90","7,958.15","7,972.15","7,934.15",142.94M,0.25%
2-Dec-15,"7,931.35","7,976.70","7,979.30","7,910.80",130.21M,-0.30%
3-Dec-15,"7,864.15","7,902.30","7,912.30","7,853.30",129.63M,-0.85%
4-Dec-15,"7,781.90","7,817.60","7,821.40","7,775.70",157.23M,-1.05%
7-Dec-15,"7,765.40","7,816.55","7,825.40","7,746.05",141.89M,-0.21%
8-Dec-15,"7,701.70","7,738.50","7,771.25","7,685.45",139.32M,-0.82%
9-Dec-15,"7,612.50","7,695.50","7,702.85","7,606.90",144.32M,-1.16%
10-Dec-15,"7,683.30","7,643.30","7,691.95","7,610.00",145.25M,0.93%
11-Dec-15,"7,610.45","7,699.60","7,703.05","7,575.30",173.00M,-0.95%
14-Dec-15,"7,650.05","7,558.20","7,663.95","7,551.05",153.49M,0.52%
15-Dec-15,"7,700.90","7,659.15","7,705.00","7,625.10",138.48M,0.66%
16-Dec-15,"7,750.90","7,725.25","7,776.60","7,715.75",159.15M,0.65%
17-Dec-15,"7,844.35","7,783.05","7,852.90","7,737.55",181.26M,1.21%
18-Dec-15,"7,761.95","7,828.90","7,836.15","7,753.35",197.32M,-1.05%
21-Dec-15,"7,834.45","7,745.65","7,840.75","7,733.45",130.17M,0.93%
22-Dec-15,"7,786.10","7,829.40","7,846.30","7,776.85",129.63M,-0.62%
23-Dec-15,"7,865.95","7,830.45","7,871.45","7,826.10",121.48M,1.03%
24-Dec-15,"7,861.05","7,888.75","7,888.75","7,835.50",96.37M,-0.06%
28-Dec-15,"7,925.15","7,863.20","7,937.20","7,863.00",126.74M,0.82%
29-Dec-15,"7,928.95","7,929.20","7,942.15","7,902.75",116.54M,0.05%
30-Dec-15,"7,896.25","7,938.60","7,944.75","7,889.85",110.15M,-0.41%
31-Dec-15,"7,946.35","7,897.80","7,955.55","7,891.15",155.64M,0.63%
1-Jan-16,"7,963.20","7,938.45","7,972.55","7,909.80",64.84M,0.21%
4-Jan-16,"7,791.30","7,924.55","7,937.55","7,781.10",138.86M,-2.16%
5-Jan-16,"7,784.65","7,828.40","7,831.20","7,763.25",149.67M,-0.09%
6-Jan-16,"7,741.00","7,788.05","7,800.95","7,721.20",151.72M,-0.56%
7-Jan-16,"7,568.30","7,673.35","7,674.95","7,556.60",194.73M,-2.23%
8-Jan-16,"7,601.35","7,611.65","7,634.10","7,581.05",162.35M,0.44%
11-Jan-16,"7,563.85","7,527.45","7,605.10","7,494.35",194.84M,-0.49%
12-Jan-16,"7,510.30","7,587.20","7,588.30","7,487.80",168.98M,-0.71%
13-Jan-16,"7,562.40","7,557.90","7,590.95","7,425.80",221.91M,0.69%
14-Jan-16,"7,536.80","7,467.40","7,604.80","7,443.80",206.99M,-0.34%
15-Jan-16,"7,437.80","7,561.65","7,566.50","7,427.30",203.64M,-1.31%
18-Jan-16,"7,351.00","7,420.35","7,463.65","7,336.40",240.80M,-1.17%
19-Jan-16,"7,435.10","7,381.80","7,462.75","7,364.15",194.07M,1.14%
20-Jan-16,"7,309.30","7,357.00","7,470.90","7,241.50",232.61M,-1.69%
21-Jan-16,"7,276.80","7,376.65","7,398.70","7,250.00",248.11M,-0.44%
22-Jan-16,"7,422.45","7,355.70","7,433.40","7,327.60",236.28M,2.00%
25-Jan-16,"7,436.15","7,468.75","7,487.15","7,421.20",168.20M,0.18%
27-Jan-16,"7,437.75","7,469.60","7,477.90","7,419.70",193.39M,0.02%
28-Jan-16,"7,424.65","7,426.50","7,468.85","7,409.60",283.04M,-0.18%
29-Jan-16,"7,563.55","7,413.35","7,575.65","7,402.80",307.93M,1.87%
1-Feb-16,"7,555.95","7,589.50","7,600.45","7,541.25",206.64M,-0.10%
2-Feb-16,"7,455.55","7,566.65","7,576.30","7,428.05",237.34M,-1.33%
3-Feb-16,"7,361.80","7,392.45","7,419.40","7,350.30",197.86M,-1.26%
4-Feb-16,"7,404.00","7,411.45","7,457.05","7,365.95",229.56M,0.57%
5-Feb-16,"7,489.10","7,418.25","7,503.15","7,406.65",257.52M,1.15%
8-Feb-16,"7,387.25","7,489.70","7,512.55","7,363.20",176.76M,-1.36%
9-Feb-16,"7,298.20","7,303.95","7,323.45","7,275.15",218.73M,-1.21%
10-Feb-16,"7,215.70","7,264.30","7,271.85","7,177.75",254.48M,-1.13%
11-Feb-16,"6,976.35","7,203.60","7,208.65","6,959.95",301.30M,-3.32%
12-Feb-16,"6,980.95","7,023.65","7,034.80","6,869.00",344.21M,0.07%
15-Feb-16,"7,162.95","7,057.35","7,182.80","7,056.80",365.22M,2.61%
16-Feb-16,"7,048.25","7,201.25","7,204.65","7,037.70",261.61M,-1.60%
17-Feb-16,"7,108.45","7,058.85","7,123.70","6,960.65",268.02M,0.85%
18-Feb-16,"7,191.75","7,177.40","7,215.10","7,127.85",254.33M,1.17%
19-Feb-16,"7,210.75","7,170.55","7,226.85","7,145.95",198.21M,0.26%
22-Feb-16,"7,234.55","7,208.85","7,252.40","7,200.70",159.16M,0.33%
23-Feb-16,"7,109.55","7,240.30","7,241.70","7,090.70",200.40M,-1.73%
24-Feb-16,"7,018.70","7,075.00","7,090.80","7,009.75",205.90M,-1.28%
25-Feb-16,"6,970.60","7,029.85","7,034.20","6,961.40",291.93M,-0.69%
26-Feb-16,"7,029.75","7,039.30","7,052.90","6,985.10",213.14M,0.85%
29-Feb-16,"6,987.05","7,050.45","7,094.60","6,825.80",487.97M,-0.61%
1-Mar-16,"7,222.30","7,038.25","7,235.50","7,035.10",283.56M,3.37%
2-Mar-16,"7,368.85","7,321.70","7,380.35","7,308.15",348.97M,2.03%
3-Mar-16,"7,475.60","7,429.55","7,483.95","7,406.05",287.25M,1.45%
4-Mar-16,"7,485.35","7,505.40","7,505.90","7,444.10",290.44M,0.13%
8-Mar-16,"7,485.30","7,486.40","7,527.15","7,442.15",264.94M,0.00%
9-Mar-16,"7,531.80","7,436.10","7,539.00","7,424.30",252.71M,0.62%
10-Mar-16,"7,486.15","7,545.35","7,547.10","7,447.40",231.58M,-0.61%
11-Mar-16,"7,510.20","7,484.85","7,543.95","7,460.60",204.81M,0.32%
14-Mar-16,"7,538.75","7,542.60","7,583.70","7,515.05",172.07M,0.38%
15-Mar-16,"7,460.60","7,535.85","7,545.20","7,452.80",199.65M,-1.04%
16-Mar-16,"7,498.75","7,457.05","7,508.00","7,405.15",201.43M,0.51%
17-Mar-16,"7,512.55","7,557.40","7,585.30","7,479.40",247.04M,0.18%
18-Mar-16,"7,604.35","7,534.65","7,613.60","7,517.90",244.73M,1.22%
21-Mar-16,"7,704.25","7,619.20","7,713.55","7,617.70",202.85M,1.31%
22-Mar-16,"7,714.90","7,695.55","7,728.20","7,643.80",215.36M,0.14%
23-Mar-16,"7,716.50","7,717.45","7,726.85","7,670.60",205.80M,0.02%
28-Mar-16,"7,615.10","7,741.00","7,749.40","7,587.70",249.90M,-1.31%
29-Mar-16,"7,597.00","7,606.55","7,652.90","7,582.25",223.49M,-0.24%
30-Mar-16,"7,735.20","7,651.10","7,741.95","7,643.45",239.84M,1.82%
31-Mar-16,"7,738.40","7,727.65","7,777.60","7,702.00",391.91M,0.04%
1-Apr-16,"7,713.05","7,718.05","7,740.15","7,666.10",189.57M,-0.33%
4-Apr-16,"7,758.80","7,733.15","7,764.45","7,704.40",160.28M,0.59%
5-Apr-16,"7,603.20","7,736.30","7,736.30","7,588.65",210.13M,-2.01%
6-Apr-16,"7,614.35","7,636.05","7,638.65","7,591.75",170.65M,0.15%
7-Apr-16,"7,546.45","7,630.40","7,630.75","7,535.85",241.68M,-0.89%
8-Apr-16,"7,555.20","7,542.35","7,569.35","7,526.70",147.82M,0.12%
11-Apr-16,"7,671.40","7,577.80","7,678.80","7,516.85",185.35M,1.54%
12-Apr-16,"7,708.95","7,669.25","7,717.40","7,663.35",168.51M,0.49%
13-Apr-16,"7,850.45","7,777.15","7,864.80","7,772.20",227.22M,1.84%
18-Apr-16,"7,914.70","7,908.15","7,920.60","7,842.75",190.26M,0.82%
20-Apr-16,"7,914.75","7,950.05","7,950.40","7,877.55",211.63M,0.00%
21-Apr-16,"7,912.05","7,953.65","7,978.45","7,884.10",230.58M,-0.03%
22-Apr-16,"7,899.30","7,891.80","7,923.35","7,873.35",188.99M,-0.16%
25-Apr-16,"7,855.05","7,894.80","7,911.00","7,827.00",150.78M,-0.56%
26-Apr-16,"7,962.65","7,828.15","7,974.50","7,822.55",208.66M,1.37%
27-Apr-16,"7,979.90","7,942.00","7,991.00","7,940.55",213.17M,0.22%
28-Apr-16,"7,847.25","7,967.40","7,992.00","7,834.45",301.48M,-1.66%
29-Apr-16,"7,849.80","7,844.25","7,889.05","7,788.70",251.23M,0.03%
2-May-16,"7,805.90","7,822.70","7,829.80","7,777.30",150.82M,-0.56%
3-May-16,"7,747.00","7,824.80","7,890.25","7,735.15",192.27M,-0.75%
4-May-16,"7,706.55","7,724.15","7,749.00","7,697.25",205.94M,-0.52%
5-May-16,"7,735.50","7,731.00","7,777.55","7,706.85",190.79M,0.38%
6-May-16,"7,733.45","7,717.65","7,738.90","7,678.35",168.66M,-0.03%
9-May-16,"7,866.05","7,755.25","7,873.65","7,753.55",165.62M,1.71%
10-May-16,"7,887.80","7,873.55","7,896.90","7,837.70",166.96M,0.28%
11-May-16,"7,848.85","7,804.65","7,893.10","7,780.90",220.71M,-0.49%
12-May-16,"7,900.40","7,871.45","7,916.05","7,849.65",157.44M,0.66%
13-May-16,"7,814.90","7,881.00","7,881.00","7,784.20",185.06M,-1.08%
16-May-16,"7,860.75","7,831.20","7,873.90","7,772.15",211.55M,0.59%
17-May-16,"7,890.75","7,896.85","7,940.10","7,879.70",189.14M,0.38%
18-May-16,"7,870.15","7,846.75","7,882.05","7,810.75",161.17M,-0.26%
19-May-16,"7,783.40","7,875.50","7,876.20","7,766.80",175.71M,-1.10%
20-May-16,"7,749.70","7,792.20","7,812.40","7,735.75",161.89M,-0.43%
23-May-16,"7,731.05","7,813.95","7,820.60","7,722.20",177.35M,-0.24%
24-May-16,"7,748.85","7,738.05","7,761.55","7,715.80",151.54M,0.23%
25-May-16,"7,934.90","7,811.80","7,941.20","7,809.30",181.64M,2.40%
26-May-16,"8,069.65","7,974.45","8,083.00","7,948.50",272.46M,1.70%
27-May-16,"8,156.65","8,081.95","8,164.20","8,077.05",268.96M,1.08%
30-May-16,"8,178.50","8,166.50","8,200.00","8,150.80",255.09M,0.27%
31-May-16,"8,160.10","8,209.85","8,213.60","8,134.30",485.65M,-0.22%
1-Jun-16,"8,179.95","8,179.20","8,215.35","8,171.05",200.37M,0.24%
2-Jun-16,"8,218.95","8,156.90","8,229.50","8,154.75",187.32M,0.48%
3-Jun-16,"8,220.80","8,246.20","8,262.00","8,209.85",390.65M,0.02%
6-Jun-16,"8,201.05","8,228.75","8,234.70","8,186.05",176.88M,-0.24%
7-Jun-16,"8,266.45","8,235.55","8,294.95","8,216.40",249.37M,0.80%
8-Jun-16,"8,273.05","8,285.50","8,288.90","8,252.05",179.71M,0.08%
9-Jun-16,"8,203.60","8,273.35","8,273.35","8,184.60",180.29M,-0.84%
10-Jun-16,"8,170.05","8,180.25","8,265.60","8,162.85",187.76M,-0.41%
13-Jun-16,"8,110.60","8,102.25","8,125.25","8,063.90",174.92M,-0.73%
